SEQ1,SEQ2,PROT_PERCENTID,CDNA_PERCENTID,Ka,Ks,Ka/Ks,Associated Gene Name
XP_004837782.1,ENSP00000436768,81.76,83.11,0.1157,0.4866,0.23779,SLC52A2
XP_004868572.1,ENSP00000335062,65.96,75.06,0.2175,0.9146,0.23776,PDCD1
XP_004844395.1,ENSP00000272418,82.79,85.66,0.095,0.3998,0.23764,MRPS5
XP_004839869.1,ENSP00000386878,79.19,79.62,0.1439,0.6056,0.23763,WIPF3
XP_004847261.1,ENSP00000425715,85.63,85.12,0.0992,0.4175,0.23752,CCDC149
XP_004851071.1,ENSP00000380702,96.12,96.44,0.0189,0.0795,0.23752,MYCBP
XP_004864253.1,ENSP00000352601,87.24,88.08,0.0727,0.3062,0.23743,LRP10
XP_004846744.1,ENSP00000378072,74.61,78.81,0.1588,0.669,0.2374,PNPLA1
XP_004866840.1,ENSP00000326159,68.9,78.74,0.184,0.7752,0.2374,KLK4
XP_004847969.1,ENSP00000290552,81.15,83.83,0.1085,0.4576,0.23721,IRX6
XP_004855284.1,ENSP00000414851,88.97,90.75,0.0583,0.2456,0.23721,ELP2
XP_004853730.1,ENSP00000334044,79.61,82.46,0.1637,0.6902,0.2372,UBL4B
XP_004854077.1,ENSP00000357901,88.7,89.71,0.0612,0.2579,0.23718,SCNM1
XP_004834832.1,ENSP00000376250,84.59,87.43,0.0836,0.3525,0.23713,CCDC50
XP_004851600.1,ENSP00000400113,91.48,92.18,0.046,0.1939,0.23708,ZDHHC13
XP_004840264.1,ENSP00000300181,85.46,86.9,0.0849,0.3582,0.23705,TSC22D4
XP_004841042.1,ENSP00000351040,72.92,78.28,0.1613,0.6807,0.23699,FAM217B
XP_004864256.1,ENSP00000347277,82.93,84.82,0.0963,0.4062,0.23698,MRPL52
XP_004837318.1,ENSP00000351147,80.09,83.41,0.1157,0.4883,0.23693,DCAF4
XP_004865372.1,ENSP00000384703,77.17,81.61,0.1395,0.589,0.23692,DDX11
XP_004870451.1,ENSP00000409936,84.07,86.9,0.0878,0.3706,0.23687,MYO19
XP_004844990.1,ENSP00000344446,73.11,77.79,0.1685,0.7113,0.23683,FGD6
XP_004847220.1,ENSP00000364840,81.24,83.97,0.1092,0.4616,0.23667,VWA7
XP_004864988.1,ENSP00000364037,92.36,93.36,0.0384,0.1623,0.23663,TEX10
XP_004867007.1,ENSP00000221498,67.39,77.39,0.195,0.8244,0.23653,DKKL1
XP_004861187.1,ENSP00000261234,86.27,88.24,0.0738,0.3119,0.23648,TMEM5
XP_004837488.1,ENSP00000394700,79.51,81.83,0.1269,0.5365,0.23647,SYT16
XP_004845860.1,ENSP00000266505,84.7,87.34,0.0899,0.3804,0.23646,PLCZ1
XP_004838498.1,ENSP00000368189,85.4,86.21,0.0867,0.367,0.2363,ARID3C
XP_004848356.1,ENSP00000349208,86.92,87.85,0.0758,0.3208,0.23619,PIWIL2
XP_004861423.1,ENSP00000447000,91.57,91.67,0.049,0.2074,0.23616,RP11-762I7.5
XP_004844488.1,ENSP00000258428,88.86,90.44,0.0602,0.2551,0.23605,REV1
XP_004848878.1,ENSP00000224181,73.76,80.2,0.1645,0.697,0.23599,C8G
XP_004869234.1,ENSP00000263985,84.53,86.27,0.0898,0.3808,0.23578,PET112
XP_004841761.1,ENSP00000369314,74.53,80.5,0.1421,0.6025,0.23577,GLRX
XP_004843211.1,ENSP00000332900,71.74,78.78,0.1733,0.7355,0.23569,GPR97
XP_004863185.1,ENSP00000080059,82.32,82.49,0.1219,0.5176,0.23555,HDAC7
XP_004862903.1,ENSP00000385727,84.09,85.3,0.0947,0.4023,0.23548,MAST4
XP_004870386.1,ENSP00000463069,87.45,88.39,0.0699,0.297,0.23542,RNF43
XP_004839521.1,ENSP00000388684,72,81.33,0.1491,0.6338,0.23517,TMEM247
XP_004837536.1,ENSP00000328690,85.09,86.16,0.09,0.3827,0.23513,DDX24
XP_004848594.1,ENSP00000296585,85.41,88.13,0.0775,0.3294,0.23512,ITGA2
XP_004848298.1,ENSP00000324127,84.36,85.94,0.0922,0.3921,0.23506,PSD3
XP_004852939.1,ENSP00000302935,80.44,82.49,0.1182,0.5027,0.23506,IL16
XP_004849067.1,ENSP00000349274,65.91,74.45,0.2115,0.9,0.23498,PPP1R26
XP_004833990.1,ENSP00000379047,83.33,86.19,0.0894,0.3808,0.23478,CCDC51
XP_004863839.1,ENSP00000383873,72.91,79.86,0.1668,0.7105,0.23476,TTC34
XP_004853476.1,ENSP00000331268,87.45,88.93,0.07,0.2982,0.23468,ANKRD45
XP_004867726.1,ENSP00000314196,81.34,83.72,0.1099,0.4683,0.23464,MBOAT4
XP_004875421.1,ENSP00000368965,81.92,83.52,0.1074,0.4579,0.23462,HGSNAT
XP_004847940.1,ENSP00000244576,39.11,49.35,0.7043,3.0038,0.23447,ZNF391
XP_004845011.1,ENSP00000380911,86,88.52,0.0757,0.323,0.23445,CCDC41
XP_004860052.1,ENSP00000369784,81.35,84.49,0.1018,0.4341,0.23443,TUBAL3
XP_004864221.1,ENSP00000216733,85.9,85.47,0.0902,0.3846,0.23441,EFS
XP_004863291.1,ENSP00000289575,75.4,80.28,0.1524,0.6502,0.23439,SLCO2B1
XP_004847901.1,ENSP00000404074,42.99,54.28,0.5607,2.3928,0.23434,ZSCAN9
XP_004859028.1,ENSP00000384792,81.69,85.11,0.1054,0.4498,0.23431,WDR62
XP_004851809.1,ENSP00000387185,66.42,71.53,0.2559,1.0921,0.2343,ATHL1
XP_004852162.1,ENSP00000331087,70.48,76.08,0.1916,0.8184,0.23413,TSSC4
XP_004860245.1,ENSP00000296955,70.77,75.26,0.1891,0.8081,0.23404,DCBLD1
XP_004857143.1,ENSP00000329548,70.86,80.19,0.1622,0.6931,0.23402,TUSC5
XP_004846237.1,ENSP00000352678,88.17,89.14,0.0667,0.2852,0.23397,SUPV3L1
XP_004860894.1,ENSP00000441214,75.93,80.26,0.1456,0.6223,0.23397,USP36
XP_004854154.1,ENSP00000313922,80.75,84.67,0.1061,0.4536,0.23396,OAZ3
XP_004860896.1,ENSP00000262776,69.55,78.89,0.1851,0.7912,0.23396,LGALS3BP
XP_004871901.1,ENSP00000407323,81.06,82.36,0.1267,0.5417,0.23395,EBNA1BP2
XP_004847096.1,ENSP00000379566,78.19,82.57,0.1398,0.5979,0.23388,CCHCR1
XP_004848629.1,ENSP00000281623,85.27,87.77,0.0783,0.3349,0.23386,FBXO4
XP_004844842.1,ENSP00000266087,75.05,78.5,0.1499,0.6408,0.23385,FBXO7
XP_004874458.1,ENSP00000303987,74.87,78.29,0.1598,0.6836,0.23373,TMEM223
XP_004837042.1,ENSP00000216639,87.12,89.14,0.0707,0.3023,0.23372,VRK1
XP_004836727.1,ENSP00000347586,58.06,68.01,0.3569,1.5273,0.23365,CCDC69
XP_004846016.1,ENSP00000439594,81.28,84.07,0.107,0.4579,0.23361,THEMIS
XP_004837163.1,ENSP00000451162,86.28,88.62,0.0731,0.3129,0.23358,CEP128
XP_004853405.1,ENSP00000356549,79.08,84.31,0.119,0.5093,0.23356,IER5
XP_004838925.1,ENSP00000298746,86.49,87.55,0.0768,0.3287,0.23355,TRUB1
XP_004865917.1,ENSP00000331849,73.19,79.71,0.1597,0.684,0.23351,MRPL54
XP_004868801.1,ENSP00000378887,84.92,87.28,0.083,0.3556,0.2335,DHRS7B
XP_004851838.1,ENSP00000337991,85.4,87.68,0.0778,0.3334,0.23348,SPTY2D1
XP_004841411.1,ENSP00000294664,85.02,87.65,0.0828,0.3548,0.23347,WDR63
XP_004858286.1,ENSP00000362354,82.58,85.51,0.0991,0.4248,0.23337,LPIN3
XP_004854962.1,ENSP00000414147,86.98,89.12,0.0709,0.3039,0.23334,SPG20
XP_004863209.1,ENSP00000256689,90.69,91.22,0.0535,0.2292,0.2333,SLC38A2
XP_004836042.1,ENSP00000259229,73.29,79,0.1723,0.7389,0.23319,CCDC115
XP_004860222.1,ENSP00000357480,80.21,82.64,0.1183,0.5074,0.23317,NUS1
XP_004838330.1,ENSP00000370710,87.1,87.78,0.0784,0.3364,0.23313,KDM4C
XP_004858248.1,ENSP00000217043,72.33,81.29,0.15,0.644,0.23293,R3HDML
XP_004859582.1,ENSP00000367319,79.33,82.59,0.1177,0.5052,0.23292,FBXO47
XP_004852996.1,ENSP00000296506,87.63,89.35,0.0658,0.2823,0.23289,SCRG1
XP_004859947.1,ENSP00000379568,77.32,81.79,0.1329,0.5713,0.23257,ACBD5
XP_004872292.1,ENSP00000368349,91.66,92.68,0.0434,0.1866,0.23256,POLA1
XP_004835850.1,ENSP00000256458,70.8,76.75,0.1804,0.7757,0.23253,IRAK2
XP_004837154.1,ENSP00000261304,84.06,86.02,0.0913,0.393,0.23238,GALC
XP_004859121.1,ENSP00000302100,78.33,82.15,0.1372,0.5907,0.23229,LGALS4
XP_004871080.1,ENSP00000338967,85.4,87.31,0.0808,0.3479,0.23221,ARHGAP6
XP_004867805.1,ENSP00000361254,85.59,87.92,0.0749,0.3226,0.23213,FAM213A
XP_004865532.1,ENSP00000264828,82.95,82.53,0.1105,0.4766,0.23191,COL5A3
XP_004864158.1,ENSP00000308699,85.16,84.74,0.0965,0.4162,0.23189,REC8
XP_004847656.1,ENSP00000367440,85.39,87.27,0.0825,0.3559,0.23181,TDP2
XP_004849619.1,ENSP00000363345,83.86,86.62,0.0919,0.3967,0.23178,SLC46A2
XP_004858507.1,ENSP00000269491,81.73,84.94,0.1021,0.4406,0.23178,SERPINB12
XP_004844500.1,ENSP00000338283,81.31,82.93,0.1179,0.5088,0.23176,NPAS2
XP_004862205.1,ENSP00000356150,89.39,90.75,0.0574,0.2477,0.23154,MDM4
XP_004869699.1,ENSP00000360312,75.56,80.95,0.1495,0.646,0.23144,BSND
XP_004842788.1,ENSP00000443411,63.6,74.44,0.2494,1.0783,0.23128,FAM92B
XP_004835234.1,ENSP00000334375,87.59,87.49,0.0752,0.3254,0.23121,LRCH3
XP_004846149.1,ENSP00000364389,81.72,83.75,0.1154,0.4994,0.23114,CDC14B
XP_004837906.1,ENSP00000329266,59.78,69.83,0.2925,1.266,0.23107,GPIHBP1
XP_004860395.1,ENSP00000317439,75,81.16,0.1397,0.6045,0.23104,CNPY1
XP_004844177.1,ENSP00000383210,84.16,86.76,0.0877,0.3796,0.23093,NEK3
XP_004838936.1,ENSP00000473752,79.45,83.08,0.1184,0.5128,0.23088,VWA2
XP_004873279.1,ENSP00000252593,36.18,51.54,0.6869,2.9774,0.23071,BST2
XP_004844955.1,ENSP00000451211,87.88,90.3,0.0616,0.2671,0.23056,NEDD1
XP_004847570.1,ENSP00000342144,77.14,81.54,0.1353,0.587,0.23054,EVC2
XP_004856123.1,ENSP00000379003,75.95,81.43,0.1445,0.6274,0.2304,NUPR1
XP_004851264.1,ENSP00000406472,88.58,89.74,0.0606,0.2629,0.23038,CDK15
XP_004851308.1,ENSP00000275766,76.6,81.91,0.1326,0.5755,0.23037,ZC3HAV1L
XP_004854590.1,ENSP00000256861,80.8,83.12,0.1172,0.5088,0.23032,ITIH5
XP_004862382.1,ENSP00000298110,77.71,84.16,0.1218,0.5289,0.23028,GPR101
XP_004856238.1,ENSP00000262518,89.76,89.27,0.06,0.2607,0.23025,SRCAP
XP_004837245.1,ENSP00000452027,81.39,84.91,0.1047,0.4548,0.23023,RPS6KL1
XP_004854951.1,ENSP00000355388,77.47,82.03,0.1384,0.6011,0.23021,MPHOSPH8
XP_004870129.1,ENSP00000364621,68.03,77.6,0.1881,0.8171,0.23019,SUSD3
XP_004842062.1,ENSP00000297258,87.41,90.86,0.0582,0.253,0.23015,FABP5
XP_004862725.1,ENSP00000433681,83.45,84.83,0.098,0.4259,0.2301,NCAPD3
XP_004852684.1,ENSP00000310631,57.05,71.37,0.3106,1.3501,0.23007,MRGPRD
XP_004845277.1,ENSP00000282003,89.5,91.57,0.0519,0.2257,0.2299,RNF219
XP_004862047.1,ENSP00000411152,74.94,80.83,0.1491,0.649,0.22983,ITPKB
XP_004867027.1,ENSP00000293288,80.21,83.85,0.1209,0.5265,0.22961,BAX
XP_004874324.1,ENSP00000227520,73.8,78.81,0.1638,0.7133,0.22961,CCDC86
XP_004849550.1,ENSP00000363157,79.28,83.4,0.116,0.5051,0.2296,TNFSF15
XP_004853422.1,ENSP00000356599,77.53,82.74,0.1279,0.557,0.2296,TOR3A
XP_004838136.1,ENSP00000434552,90.24,90.45,0.0545,0.2375,0.22951,MAML2
XP_004844914.1,ENSP00000445340,84.44,85.04,0.0954,0.416,0.22946,SLC5A8
XP_004840986.1,ENSP00000415579,62.13,71.67,0.2491,1.0858,0.22942,CTCFL
XP_004836538.1,ENSP00000231198,87.92,89.37,0.0644,0.2808,0.22941,THG1L
XP_004842315.1,ENSP00000286808,85.27,86.46,0.0858,0.3745,0.22922,CLDN17
XP_004851417.1,ENSP00000447378,85.13,87.41,0.0798,0.3483,0.22922,MGAM
XP_004864470.1,ENSP00000323811,88.06,89.56,0.0635,0.2771,0.22922,HACL1
XP_004872278.1,ENSP00000368528,85.86,87.71,0.0754,0.3288,0.22922,APOO
XP_004843088.1,ENSP00000290953,82.95,84.75,0.099,0.4318,0.22916,AGRP
XP_004863646.1,ENSP00000383690,68.58,73.62,0.2263,0.9877,0.22915,MASP2
XP_004862175.1,ENSP00000356135,81.18,81.96,0.1228,0.5361,0.22913,TMEM81
XP_004863496.1,ENSP00000308717,86.32,88.36,0.0721,0.3145,0.22912,MRPL48
XP_004848334.1,ENSP00000370826,83.18,85.47,0.0949,0.4141,0.22911,HR
XP_004870854.1,ENSP00000263464,85.43,88.47,0.0762,0.3328,0.22909,BIRC3
XP_004858160.1,ENSP00000352216,83.55,85.09,0.0989,0.4317,0.22898,SLC2A10
XP_004869179.1,ENSP00000287482,91.4,92.3,0.0459,0.2004,0.22889,SASS6
XP_004872983.1,ENSP00000361162,86.67,87.91,0.0748,0.327,0.22886,TOE1
XP_004857427.1,ENSP00000382428,87.38,86.67,0.0922,0.403,0.22883,DLG4
XP_004848142.1,ENSP00000295256,84.42,86.43,0.0892,0.3897,0.22882,HPGDS
XP_004852426.1,ENSP00000307853,85.77,87.23,0.0812,0.3548,0.22876,MUS81
XP_004857443.1,ENSP00000007699,90.17,89.89,0.0576,0.252,0.22867,YBX2
XP_004851363.1,ENSP00000297767,84.26,85.96,0.0922,0.4034,0.22856,PRSS37
XP_004843296.1,ENSP00000219315,81.06,82.55,0.1222,0.5346,0.22855,SETD6
XP_004839882.1,ENSP00000384971,86.94,88.68,0.0701,0.3066,0.22846,LRRC72
XP_004868380.1,ENSP00000256722,71.75,78.55,0.1674,0.7329,0.22846,CMPK2
XP_004867568.1,ENSP00000171757,86.54,87.77,0.0783,0.343,0.22837,P2RY10
XP_004843421.1,ENSP00000372023,88.21,89.33,0.0657,0.288,0.22826,CHEK2
XP_004840785.1,ENSP00000348912,76.57,82.29,0.1332,0.5839,0.22819,ADAM33
XP_004839124.1,ENSP00000305193,76.96,81.94,0.1387,0.6081,0.22815,HS1BP3
XP_004844597.1,ENSP00000245796,78.78,82.51,0.1248,0.5474,0.228,PSD4
XP_004858384.1,ENSP00000378897,84.32,86.78,0.0844,0.3702,0.22799,ASAH2
XP_004872153.1,ENSP00000373640,78.28,82.31,0.1218,0.5345,0.22797,HYKK
XP_004837215.1,ENSP00000298832,87.73,89.04,0.0661,0.29,0.22795,TTLL5
XP_004872555.1,ENSP00000292513,14.36,36.95,1.7522,7.6872,0.22794,PTGER1
XP_004850354.1,ENSP00000367655,84.59,87.15,0.0839,0.3683,0.2279,PKHD1L1
XP_004835471.1,ENSP00000261842,84.96,86.6,0.0855,0.3754,0.22776,AP4E1
XP_004835638.1,ENSP00000267436,87.41,88.63,0.0703,0.3085,0.22776,L2HGDH
XP_004867548.1,ENSP00000362481,89,89.43,0.0637,0.2796,0.22772,UPRT
XP_004855819.1,ENSP00000311429,83.88,85.53,0.0965,0.4238,0.22767,ZWILCH
XP_004857422.1,ENSP00000438689,86.87,87.23,0.08,0.3516,0.22767,ACADVL
XP_004859739.1,ENSP00000225964,91.99,89.84,0.0562,0.247,0.22762,COL1A1
XP_004860995.1,ENSP00000363873,71.43,76.87,0.1803,0.792,0.2276,OXLD1
XP_004859814.1,ENSP00000225298,87.77,89.51,0.0648,0.2845,0.22759,UTP18
XP_004842151.1,ENSP00000413632,89.13,91.09,0.0565,0.2483,0.22757,MCMDC2
XP_004853414.1,ENSP00000356587,87.7,88.22,0.0694,0.3048,0.22754,NPHS2
XP_004846631.1,ENSP00000053468,81.59,83.58,0.1092,0.48,0.22744,MRPS10
XP_004874712.1,ENSP00000194214,86.71,88.58,0.074,0.3255,0.22742,HSPB11
XP_004857941.1,ENSP00000416168,85.52,86.87,0.0825,0.3628,0.22738,TRANK1
XP_004846370.1,ENSP00000361850,76.98,81.63,0.1365,0.6004,0.22732,PLAU
XP_004837845.1,ENSP00000366690,74.44,79,0.1581,0.6955,0.22731,SPATC1
XP_004858632.1,ENSP00000267273,82.2,83.84,0.104,0.4577,0.22729,METTL21C
XP_004848709.1,ENSP00000296589,86.23,87.74,0.0757,0.333,0.22725,SLC45A2
XP_004849910.1,ENSP00000445626,84.62,86.27,0.0905,0.3981,0.22725,EGR4
XP_004851613.1,ENSP00000392985,84.41,84.92,0.0966,0.4254,0.22718,HTATIP2
XP_004849819.1,ENSP00000273857,84.74,86.31,0.0874,0.385,0.22709,CORIN
XP_004854971.1,ENSP00000370532,82.74,84.38,0.1046,0.4608,0.22707,GTF3A
XP_004847286.1,ENSP00000251496,88.08,90.21,0.0612,0.2697,0.22706,NCAPG
XP_004837964.1,ENSP00000378710,83.75,85.6,0.0915,0.403,0.227,FAM135B
XP_004873483.1,ENSP00000252575,74.57,79.43,0.1566,0.6897,0.227,NCAN
XP_004850227.1,ENSP00000281589,92.82,93.94,0.0357,0.1572,0.22695,PABPC3
XP_004872571.1,ENSP00000292574,75.35,82.16,0.143,0.6304,0.22691,CCDC105
XP_004869195.1,ENSP00000359132,87.58,89.09,0.0678,0.299,0.22685,EXTL2
XP_004871139.1,ENSP00000261556,86.34,87.62,0.0755,0.3328,0.22685,TMEM260
XP_004861172.1,ENSP00000443021,83.91,83.04,0.1254,0.5529,0.22684,RASSF3
XP_004842850.1,ENSP00000332407,83.46,85.75,0.0902,0.3979,0.22676,SDR42E1
XP_004863659.1,ENSP00000366237,77.64,81.87,0.1291,0.5694,0.2267,DFFA
XP_004857679.1,ENSP00000316670,89.03,89.45,0.062,0.2735,0.22667,DHRS9
XP_004854837.1,ENSP00000369849,90.43,91.53,0.0491,0.2165,0.22663,MEDAG
XP_004855745.1,ENSP00000261893,88.72,89.83,0.0617,0.2724,0.22662,LACTB
XP_004833965.1,ENSP00000379092,78.09,81.46,0.1235,0.5449,0.22659,BTC
XP_004872205.1,ENSP00000360690,86.41,87.29,0.0792,0.3495,0.22653,LONRF3
XP_004835403.1,ENSP00000345530,75.81,76.59,0.1775,0.7838,0.22645,NEDD4
XP_004836348.1,ENSP00000395929,88.06,89.49,0.0636,0.2811,0.22642,NSD1
XP_004857865.1,ENSP00000419371,90.31,91.84,0.0496,0.2192,0.22642,AZI2
XP_004870955.1,ENSP00000405577,90.88,91.69,0.0469,0.2072,0.22639,CLMP
XP_004842416.1,ENSP00000332513,79.41,80.39,0.1506,0.6652,0.22636,SH3BGR
XP_004861815.1,ENSP00000367407,80.21,78.72,0.1576,0.6963,0.22634,NMT2
XP_004844531.1,ENSP00000258436,70.61,73.83,0.2086,0.9217,0.22632,MFSD9
XP_004848410.1,ENSP00000320089,74.58,80.9,0.1474,0.6514,0.22627,NKX2-6
XP_004853960.1,ENSP00000358297,91.78,92.87,0.042,0.1856,0.22627,RNF115
XP_004861230.1,ENSP00000257910,91.75,91.59,0.0488,0.2156,0.22624,TSPAN31
XP_004870611.1,ENSP00000340935,70.36,79.03,0.172,0.7604,0.22618,DMP1
XP_004873455.1,ENSP00000247005,78.69,84.7,0.123,0.544,0.22606,GDF1
XP_004874501.1,ENSP00000367263,78.97,82.04,0.1231,0.5443,0.22606,AHNAK
XP_004874117.1,ENSP00000368920,89.34,90.2,0.0591,0.2617,0.22601,NHLRC3
XP_004858754.1,ENSP00000356992,87.49,88.23,0.0698,0.3089,0.22593,ARHGAP30
XP_004862834.1,ENSP00000356430,87.89,91.48,0.0566,0.2506,0.22592,RGS18
XP_004835629.1,ENSP00000308334,89.5,90.33,0.0576,0.2549,0.22589,ATP5S
XP_004840472.1,ENSP00000339637,74.54,79.82,0.1604,0.7102,0.22587,BRAT1
XP_004843300.1,ENSP00000262507,83.33,84.26,0.1095,0.4849,0.22581,COQ9
XP_004850951.1,ENSP00000294517,88.26,90.14,0.062,0.2747,0.22576,ADC
XP_004836171.1,ENSP00000264162,85.08,85.74,0.0924,0.4094,0.22566,LCT
XP_004853229.1,ENSP00000269214,85.15,88.34,0.0798,0.3538,0.2256,ESCO1
XP_004836115.1,ENSP00000019103,77.96,79.23,0.1604,0.711,0.22554,SCTR
XP_004839931.1,ENSP00000297325,76.64,80.04,0.1425,0.6319,0.2255,SUN3
XP_004854210.1,ENSP00000344749,68.9,78.07,0.1933,0.857,0.2255,CCDC37
XP_004850760.1,ENSP00000440704,80.75,84.14,0.1136,0.5041,0.22538,SYTL1
XP_004858193.1,ENSP00000255152,86.56,88.25,0.0747,0.3315,0.22536,ZSWIM3
XP_004836543.1,ENSP00000257527,83.08,85.84,0.0937,0.4161,0.22529,ADAM19
XP_004870210.1,ENSP00000367638,88.22,89.12,0.0656,0.2913,0.22527,ARHGEF39
XP_004863338.1,ENSP00000326340,84.17,87.56,0.0861,0.3822,0.22521,ATG16L2
XP_004853135.1,ENSP00000381133,85.58,88.46,0.0759,0.3372,0.22517,FGL1
XP_004837511.1,ENSP00000267484,81.17,83.16,0.1148,0.5097,0.22513,RTN1
XP_004853004.1,ENSP00000296522,89.47,91.1,0.0542,0.2408,0.225,HPGD
XP_004860560.1,ENSP00000431049,79.2,83.04,0.1182,0.5255,0.22498,GSTK1
XP_004843018.1,ENSP00000261769,83.86,84.77,0.0982,0.4365,0.22489,CDH1
XP_004854151.1,ENSP00000419249,77.17,82.25,0.1235,0.5494,0.22479,RIIAD1
XP_004836044.1,ENSP00000175756,78.98,83.26,0.1172,0.5217,0.2247,PTPN18
XP_004864368.1,ENSP00000295934,87.03,88.29,0.0726,0.3231,0.22468,HESX1
XP_004851172.1,ENSP00000233710,86.95,89.12,0.0684,0.3047,0.22451,ACADL
XP_004839281.1,ENSP00000306817,89.44,89.23,0.0632,0.2814,0.2245,RBKS
XP_004839448.1,ENSP00000263736,89.16,90.1,0.06,0.2673,0.22441,SRBD1
XP_004851772.1,ENSP00000410626,70.15,76.01,0.1885,0.8401,0.22437,PHRF1
XP_004846169.1,ENSP00000262043,83.89,86.29,0.0922,0.411,0.22432,PHF3
XP_004870334.1,ENSP00000352976,87.78,89.44,0.0649,0.2892,0.22429,AMZ2
XP_004865443.1,ENSP00000221573,72.37,77.48,0.1758,0.7838,0.22425,SNAPC2
XP_004834318.1,ENSP00000311291,86,87.92,0.0786,0.3506,0.22424,SLCO2A1
XP_004839459.1,ENSP00000386651,83.56,84.93,0.1005,0.4482,0.22423,MCFD2
XP_004847130.1,ENSP00000274853,75.56,79.8,0.1463,0.6528,0.22415,PPP1R18
XP_004839206.1,ENSP00000336868,83.09,82.6,0.1149,0.5126,0.22407,CENPA
XP_004852570.1,ENSP00000384851,82.25,79.67,0.1447,0.646,0.22406,ESRRA
XP_004845046.1,ENSP00000266688,85.1,86.71,0.0901,0.4023,0.22396,PTPRQ
XP_004867642.1,ENSP00000265162,78.72,81.31,0.1295,0.5783,0.22388,ENPEP
XP_004865677.1,ENSP00000370889,78.52,82.4,0.1253,0.5598,0.22384,DENND1C
XP_004848235.1,ENSP00000334547,89.81,89.81,0.0634,0.2834,0.2238,TAL2
XP_004875053.1,ENSP00000358824,72.09,79.29,0.1721,0.7692,0.22378,DNASE1L1
XP_004846863.1,ENSP00000363668,81.73,84.25,0.1013,0.4529,0.22375,DAXX
XP_004874525.1,ENSP00000318684,84.4,85.22,0.094,0.4199,0.22374,VSIG2
XP_004846828.1,ENSP00000378503,88.16,88.02,0.0688,0.3075,0.22373,ZBTB9
XP_004856874.1,ENSP00000278616,87.77,89.8,0.0639,0.2859,0.22367,ATM
XP_004843840.1,ENSP00000389813,82.44,84.42,0.0999,0.4467,0.22363,ACAD10
XP_004856918.1,ENSP00000356213,84.12,87.25,0.0821,0.3673,0.22354,VIP
XP_004868325.1,ENSP00000377051,83.8,86.38,0.0923,0.413,0.2235,ANKRD42
XP_004843244.1,ENSP00000409555,89.26,90.62,0.0551,0.2466,0.22349,HERPUD1
XP_004857314.1,ENSP00000406220,84.68,87.44,0.0831,0.3717,0.22347,SLC13A5
XP_004836611.1,ENSP00000381823,88.43,89.07,0.0642,0.2875,0.22345,SEC24A
XP_004838452.1,ENSP00000369055,87.91,89.42,0.0631,0.2825,0.22318,B4GALT1
XP_004838715.1,ENSP00000359446,83.63,85.56,0.0932,0.4175,0.22314,CPN1
XP_004835847.1,ENSP00000390600,85.51,87.41,0.0806,0.3611,0.22312,SCN10A
XP_004839067.1,ENSP00000358089,91.91,92.18,0.051,0.2289,0.22297,TIAL1
XP_004861325.1,ENSP00000300098,78.7,82.96,0.1287,0.5776,0.22289,GPR182
XP_004842519.1,ENSP00000381601,66.21,73.11,0.2431,1.0909,0.22284,MX1
XP_004850602.1,ENSP00000303758,84.87,87.24,0.079,0.3545,0.22282,LUZP1
XP_004853241.1,ENSP00000458290,84.5,86.77,0.0848,0.3807,0.2228,METTL4
XP_004865231.1,ENSP00000254521,85.67,86.67,0.0827,0.3712,0.22276,HSD17B7
XP_004860054.1,ENSP00000365411,84.26,84.78,0.0973,0.4369,0.22274,APBB1IP
XP_004863626.1,ENSP00000319713,77.18,84.34,0.1151,0.5171,0.22262,AGTRAP
XP_004869298.1,ENSP00000257177,90.22,91.89,0.0498,0.2237,0.2225,ZCCHC11
XP_004846683.1,ENSP00000362255,73.53,78.24,0.197,0.8856,0.22242,TSPO2
XP_004862247.1,ENSP00000356198,79,82.74,0.1232,0.5538,0.22238,CHIT1
XP_004856551.1,ENSP00000282251,84.61,87.88,0.0831,0.3738,0.22233,CWF19L2
XP_004868882.1,ENSP00000259782,86.53,89.19,0.0675,0.3039,0.22221,TINAG
XP_004858232.1,ENSP00000361900,85.76,88.03,0.0727,0.3272,0.22219,TOMM34
XP_004846277.1,ENSP00000362298,85.92,87.38,0.0786,0.3539,0.22208,SGPL1
XP_004864238.1,ENSP00000262710,90.83,90.98,0.0503,0.2264,0.22206,ACIN1
XP_004856919.1,ENSP00000356214,74.55,78.48,0.1475,0.6644,0.22204,MYCT1
XP_004873365.1,ENSP00000439135,85.89,84.54,0.1141,0.514,0.22202,TPM4
XP_004838305.1,ENSP00000340427,89.16,89.82,0.0602,0.2712,0.22201,ERMP1
XP_004850281.1,ENSP00000303398,78.05,81.86,0.1244,0.5604,0.222,MTBP
XP_004848194.1,ENSP00000384917,85.71,87.33,0.078,0.3513,0.22197,SVEP1
XP_004835372.1,ENSP00000321856,76.61,78.84,0.1602,0.7218,0.22189,CRELD1
XP_004859975.1,ENSP00000365693,74.73,76.92,0.1645,0.7417,0.22176,MSRB2
XP_004853023.1,ENSP00000264595,85.22,86.9,0.0869,0.3919,0.22174,AGA
XP_004834706.1,ENSP00000405708,84.2,87.55,0.0864,0.3899,0.22168,CCDC39
XP_004839348.1,ENSP00000368544,86.28,87.8,0.0757,0.3416,0.22167,VIT
XP_004841600.1,ENSP00000360170,83.7,87.75,0.0829,0.374,0.22164,ANGPTL3
XP_004844591.1,ENSP00000376893,82.89,85.09,0.0985,0.4446,0.22164,IL1F10
